osd_id|label|bioarchive_code|ena_acc|biosample_acc|start_lat|start_lon|stop_lat|stop_lon|water_depth|local_date|local_start|local_end|start_date_time_utc|end_date_time_utc|site_name|iho_label|mrgid|protocol|objective|platform|device|description|water_temperature|salinity|biome|biome_id|feature|feature_id|material|material_id|ph|phosphate|nitrate|carbon_organic_particulate|nitrite|carbon_organic_dissolved_doc|nano_microplankton|downward_par|conductivity|primary_production_isotope_uptake|primary_production_oxygen|dissolved_oxygen_concentration|nitrogen_organic_particulate_pon|meso_macroplankton|bacterial_production_isotope_uptake|nitrogen_organic_dissolved_don|ammonium|silicate|bacterial_production_respiration|turbidity|fluorescence|pigment_concentration|picoplankton_flow_cytometry|dist_coast_m|dist_coast_iso3_code|longhurst_code|longhurst_descr|longhurst_dist_degrees|lme_name|lme_dist_m
65|OSD65_2014-06-20_0.1m_NPL022|ABOKL56|ERS667595|SAMEA3275577|-36.292794|174.818567|-36.292794|174.818567|0.1|2014-06-20|10:30:00+12|10:50:00+12|2014-06-20T22:30:00+00|2014-06-20T22:50:00+00|Leigh Marine Laboratory (NZ)|South Pacific Ocean|1910|NPL022|collect water samples for microbial analysis.|Boat|Sterilised wine bottle|Surface seawater sample.|16|34|marine biome|00000447|surface water|00002042|coastal sea water|00002150|8.34|NaN|1.1|NaN|0.17|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.3|NaN|NaN|NaN|NaN|NaN|NaN|575|NZL|SPSG|Westerlies - S. Pacific Subtropical Gyre Province|0|New Zealand Shelf|198
69|OSD69_2014-06-21_0m_NPL022|ABOKM43|ERS667594|SAMEA3275576|45.4568|12.2605|45.4568|12.2605|0|2014-06-21|16:08:00+01|16:11:00+01|2014-06-21T15:08:00+00|2014-06-21T15:11:00+00|Marghera|Adriatic Sea|3314|NPL022|OSD samplig|UNIPD Boat|10 L bottle|The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here|25.7|29.41|mediterranean sea biome|01000047|lagoon|00000038|brackish water|00002019|7.83|0.24|7.69|NaN|0.37|NaN|NaN|NaN|NaN|NaN|NaN|5.01|NaN|NaN|NaN|NaN|1.94|14.07|NaN|NaN|NaN|4.11|NaN|0|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.0108792459779232|Mediterranean Sea|16
70|OSD70_2014-06-21_0m_NPL022|ABOKM59|ERS667593|SAMEA3275575|45.4142|12.4378|45.4142|12.4378|0|2014-06-21|12:11:00+01|12:13:00+01|2014-06-21T11:11:00+00|2014-06-21T11:13:00+00|Lido|Adriatic Sea|3314|NPL022|OSD sampling|UNIPD Boat|10 L bottle|The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filter reported here|23.4|31.67|mediterranean sea biome|01000047|coastal inlet|00000137|sea water|00002149|8.24|0.145|3.81|NaN|0.35|NaN|NaN|NaN|NaN|NaN|NaN|5.47|NaN|NaN|NaN|NaN|3.81|12.96|NaN|NaN|NaN|2.62|NaN|1547|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
72|OSD72_2014-06-21_0.8m_NE08|""|ERS667590|SAMEA3275572|54.8333|10|54.8333|10|0.8|2014-06-21|10:12:00+01|10:23:00+01|2014-06-21T09:12:00+00|2014-06-21T09:23:00+00|Boknis Eck|Kattegat|2374|NE08|Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.|RV Lttorina|CTD with Niskin bottle rossette and single Niskin bottles (10l)|surface seawater samples |13.994|14.253|marine biome|00000447|surface water|00002042|sea water|00002149|7.01|0.03|0.03|NaN|0.07|NaN|NaN|NaN|19.853|NaN|NaN|9.426|NaN|NaN|NaN|NaN|0.06|5.95|NaN|NaN|NaN|NaN|NaN|2504|DNK|NECS|Coastal - NE Atlantic Shelves Province|0|Baltic Sea|0
72|OSD72_2014-06-21_0.8m_NPL022|ABOKL70|ERS667591|SAMEA3275573|54.8333|10|54.8333|10|0.8|2014-06-21|10:12:00+01|10:23:00+01|2014-06-21T09:12:00+00|2014-06-21T09:23:00+00|Boknis Eck|Kattegat|2374|NPL022|Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.|RV Lttorina|CTD with Niskin bottle rossette and single Niskin bottles (10l)|surface seawater samples |13.994|14.253|marine biome|00000447|surface water|00002042|sea water|00002149|7.01|0.03|0.03|NaN|0.07|NaN|NaN|NaN|19.853|NaN|NaN|9.426|NaN|NaN|NaN|NaN|0.06|5.95|NaN|NaN|NaN|NaN|NaN|2504|DNK|NECS|Coastal - NE Atlantic Shelves Province|0|Baltic Sea|0
73|OSD73_2014-06-21_1m_NPL022|ABOKL69|ERS667589|SAMEA3275571|41.6835|-8.8341|41.6835|-8.8341|1|2014-06-21|11:15:00+00|11:29:00+00|2014-06-21T11:15:00+00|2014-06-21T11:29:00+00|Lima Estuary|North Atlantic Ocean|1912|NPL022|Investigate Ocean Microbial Diversity|None|Acide Washed Bucket|Mouth of Lima estuary_Surface Water|18.4|32.3|estuarine biome|01000020|surface water|00002042|coastal sea water|00002150|8.25|3.52|12.16|6830|0|NaN|NaN|NaN|NaN|NaN|NaN|8.03|NaN|NaN|NaN|NaN|1.38|12.08|NaN|NaN|NaN|NaN|NaN|315|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0.0148341420920715|Iberian Coastal|79
74|OSD74_2014-06-21_1m_NPL022|ABOKL86|ERS667588|SAMEA3275570|41.1416|-8.6668|41.1416|-8.6668|1|2014-06-21|11:15:00+00|12:00:00+00|2014-06-21T11:15:00+00|2014-06-21T12:00:00+00|Douro Estuary|North Atlantic Ocean|1912|NPL022|Investigate Ocean Microbial Diversity|none|Acid washed bucket|Surface Water|20.2|13.75|estuarine biome|01000020|surface water|00002042|coastal sea water|00002150|7.83|3.96|58.92|3000|1.18|NaN|NaN|NaN|NaN|NaN|NaN|9.08|NaN|NaN|NaN|NaN|7.24|21.17|NaN|NaN|NaN|NaN|NaN|387|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0.0256739197136252|Iberian Coastal|0
76|OSD76_2014-06-20_0.5m_NPL022|ABOKN01|ERS667586|SAMEA3275568|43.9475|12.935|43.9475|12.935|0.5|2014-06-20|10:15:00+01|11:30:00+01|2014-06-20T09:15:00+00|2014-06-20T10:30:00+00|Foglia|Adriatic Sea|3314|NPL022|Metagenomic research on seawater of the NW Adriatic Sea|Athena Research  Vessel_Urbino University_Italy|tank/CTD|OSD760614FOGLIA3000NPL022_1_surface OSD760614FOGLIA3000NPL022_2_surface OSD760614FOGLIA3000NPL022_3_surface |23.61|27.78|marine biome|00000447|surface water|00002042|sea water|00002149|8.4|0.31|4.8|NaN|0.08|NaN|13205333|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.22|0.68|3.8|NaN|NaN|NaN|NaN|NaN|2898|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
77|OSD77_2014-06-20_0.5m_NE08|ABOKM87|ERS667584|SAMEA3275566|43.8514|13.0731|43.8514|13.0731|0.5|2014-06-20|12:00:00+01|13:30:00+01|2014-06-20T11:00:00+00|2014-06-20T12:30:00+00|Metauro|Adriatic Sea|3314|NE08|Metagenomic research on seawater of the NW Adriatic Sea|Athena Research  Vessel_Urbino University_Italy|tank/CTD|OSD770614Metauro3000NE08_1_surface OSD770614Metauro3000NE08_2_surface OSD770614Metauro3000NE08_3_surface OSD770614Metauro3000NE08_4_surface OSD770614Metauro3000NE08_5_surface|24.1|26.29|marine biome|00000447|surface water|00002042|sea water|00002149|8.5|0.6|7.4|NaN|0.1|NaN|540444|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.23|0.76|4.67|NaN|NaN|NaN|NaN|NaN|2079|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
77|OSD77_2014-06-20_0.5m_NPL022|ABOKL98|ERS667585|SAMEA3275567|43.8514|13.0731|43.8514|13.0731|0.5|2014-06-20|12:00:00+01|13:30:00+01|2014-06-20T11:00:00+00|2014-06-20T12:30:00+00|Metauro|Adriatic Sea|3314|NPL022|Metagenomic research on seawater of the NW Adriatic Sea|Athena Research  Vessel_Urbino University_Italy|tank/CTD|OSD770614Metauro3000NPL022_1_surface OSD770614Metauro3000NPL022_2_surface OSD770614Metauro3000NPL022_3_surface|24.1|26.29|marine biome|00000447|surface water|00002042|sea water|00002149|8.5|0.6|7.4|NaN|0.1|NaN|540444|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.23|0.76|4.67|NaN|NaN|NaN|NaN|NaN|2079|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
78|OSD78_2014-06-21_0.5m_NPL022|ABOKM68|ERS667583|SAMEA3275565|43.570|13.595|43.570|13.595|0.5|2014-06-21|10:00:00+01|10:30:00+01|2014-06-21T09:00:00+00|2014-06-21T09:30:00+00|CONISMA|Adriatic Sea|3314|NPL022|short abstract|CONISMA - URL ANCONA|5 L Niskin bottle|surface water sampling|24.25|34.33|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|247|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.00246851508699261|Mediterranean Sea|47
80|OSD80_2014-06-21_2m_NPL022|ABOKL63|ERS667580|SAMEA3275562|74.3100|-20.3043|74.3100|-20.3043|2|2014-06-21|14:30:00-03|15:30:00-03|2014-06-21T17:30:00+00|2014-06-21T18:30:00+00|Young Sound|Greenland Sea|2356|NPL022|As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean|92, ice shelf|peristaltic pump|at a depth of 0.5m below landfast sea ice with a thickness of 1.5m|-1.6|32|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1666|GRL|BPLR|Polar - Boreal Polar Province (POLR)|0|Greenland Sea|0
80|OSD80_2014-06-21_2m_NE08|""|ERS667581|SAMEA3275563|74.3100|-20.3043|74.3100|-20.3043|2|2014-06-21|15:30:00-03|16:30:00-03|2014-06-21T18:30:00+00|2014-06-21T19:30:00+00|Young Sound|Greenland Sea|2356|NE08|As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean|92, ice shelf|peristaltic pump|at a depth of 0.5m below landfast sea ice with a thickness of 1.5m|-1.6|32|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1666|GRL|BPLR|Polar - Boreal Polar Province (POLR)|0|Greenland Sea|0
80|OSD80_2014-06-21_0m_NPL022|ABOKM07|ERS667582|SAMEA3275564|74.3100|-20.3043|74.3100|-20.3043|0|2014-06-21|16:30:00-03|17:30:00-03|2014-06-21T19:30:00+00|2014-06-21T20:30:00+00|Young Sound|Greenland Sea|2356|NPL022|As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean|92, ice shelf|40L bucket|interface between sea ice and seawater formed by ice melting|-0.1|5|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1666|GRL|BPLR|Polar - Boreal Polar Province (POLR)|0|Greenland Sea|0
81|OSD81_2014-06-21_0m_NPL022|ABOKL82|ERS667579|SAMEA3275561|37.005053|-7.973119|37.005053|-7.973119|0|2014-06-21|10:58:00+00|11:20:00+00|2014-06-21T10:58:00+00|2014-06-21T11:20:00+00|Ria Formosa Lagoon|North Atlantic Ocean|1912|NPL022|Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).|Boat|5L Plastic water Gallons, Disinfected|Surface water from the coastal Lagoon Ria Formosa. Five samples were taken foe amplicon and metagenomic sequencing. |22.2|34.3|marine biome|00000447|surface water|00002042|sea water|00002149|7.99|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|7.86|NaN|NaN|NaN|NaN|1.154|NaN|NaN|NaN|NaN|NaN|NaN|407|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0|Iberian Coastal|0
87|OSD87_2014-06-21_9m_NPL022|""|ERS667578|SAMEA3275560|51.0953|1.3405|51.0953|1.3405|9|2014-06-21|11:07:00+00|13:45:00+00|2014-06-21T11:07:00+00|2014-06-21T13:45:00+00|UK Shelf - North Sea|English Channel|2389|NPL022|Samples for OSD collected during the MCZ Data and Evidence Collection Program|RV Cefas Endeavour|5l sterile nalgene bottle|sample collected into 8 sterivex cartriges|15.86|35.08|marine biome|00000447|marine wind mixed layer|01000061|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|4.39|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|2525|GBR|NECS|Coastal - NE Atlantic Shelves Province|0|Celtic-Biscay Shelf|0
90|OSD90_2014-06-21_2m_NPL022|ABOKM74|ERS667577|SAMEA3275559|38.48435|21.31689|38.48435|21.31689|2|2014-06-21|10:00:00+02|13:00:00+02|2014-06-21T08:00:00+00|2014-06-21T11:00:00+00|Etoliko Lagoon|Ionian Sea|3351|NPL022|Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece|Research Vessel|5L Niskin Bottle|freshwater lake|26.29|15.09|freshwater lake biome|01000252|surface water|00002042|fresh water|00002011|8.36|0.0116|0.016|NaN|0.0033|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.043|NaN|NaN|0.1|NaN|3.75|NaN|1083|GRC|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.0658768008566654|Mediterranean Sea|0
91|OSD91_2014-06-21_2m_NPL022|ABOKM18|ERS667576|SAMEA3275558|32.74675|-9.036667|32.74675|-9.036667|2|2014-06-21|11:00:00+00|12:00:00+00|2014-06-21T11:00:00+00|2014-06-21T12:00:00+00|Oualidiya|North Atlantic Ocean|1912|NPL022|Exploring diversity|ship|bottle 5L|water samples|19|27.24|neritic mesopelagic zone biome|01000043|surface water|00002042|coastal sea water|00002150|8.15|NaN|107.93|NaN|0.0001|NaN|NaN|NaN|39600|NaN|NaN|0.7|NaN|NaN|NaN|NaN|NaN|0.5|NaN|3|NaN|NaN|NaN|0|MAR|CNRY|Coastal - Canary Coastal Province (EACB)|0.00575008329388936|Canary Current|328
92|OSD92_2014-06-21_2m_NPL022|ABOKM67|ERS667575|SAMEA3275557|33.583917|-7.700639|33.583917|-7.700639|2|2014-06-21|11:00:00+00|12:00:00+00|2014-06-21T11:00:00+00|2014-06-21T12:00:00+00|Casablanca|North Atlantic Ocean|1912|NPL022|Exploring diversity|ship|bottle 5L|water samples|24|30.75|neritic mesopelagic zone biome|01000043|surface water|00002042|coastal sea water|00002150|8.15|NaN|105.01|NaN|0.0001|NaN|NaN|NaN|44700|NaN|NaN|0.78|NaN|NaN|NaN|NaN|NaN|0.5|NaN|3.75|NaN|NaN|NaN|0|MAR|CNRY|Coastal - Canary Coastal Province (EACB)|0|Canary Current|0
93|OSD93_2014-06-21_2m_NPL022|ABOKM61|ERS667574|SAMEA3275556|33.259611|-8.499222|33.259611|-8.499222|2|2014-06-21|11:00:00+00|12:00:00+00|2014-06-21T11:00:00+00|2014-06-21T12:00:00+00|Eljadida|North Atlantic Ocean|1912|NPL022|Exploring diversity|ship|bottle 5L|water samples|19|32.88|neritic mesopelagic zone biome|01000043|surface water|00002042|coastal sea water|00002150|8.36|NaN|111.76|NaN|0.0001|NaN|NaN|NaN|478000|NaN|NaN|0.78|NaN|NaN|NaN|NaN|NaN|0.5|NaN|8.61|NaN|NaN|NaN|49|MAR|CNRY|Coastal - Canary Coastal Province (EACB)|0|Canary Current|0
94|OSD94_2014-06-21_0m_NPL022|ABOKM24|ERS667573|SAMEA3275555|35.086353|-2.214658|35.086353|-2.214658|0|2014-06-21|10:30:00+01|11:00:00+01|2014-06-21T09:30:00+00|2014-06-21T10:00:00+00|Saidia Marina|Alboran Sea|3324|NPL022|exploring diversity|ship|bottle 5L|water samples|23.6|31|mediterranean sea biome|01000047|surface water|00002042|coastal sea water|00002150|8.01|0.27|0.15|1|0.02|252|NaN|NaN|51.37|NaN|NaN|7|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.54|NaN|0|MAR|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
95|OSD95_2014-06-21_0m_NPL022|ABOKM49|ERS667572|SAMEA3275554|1.2685|103.9168|1.2726|103.9206|0|2014-06-21|16:25:00+08|16:41:00+08|2014-06-21T08:25:00+00|2014-06-21T08:41:00+00|Singapore Indigo_V|Singapore Strait|4336|NPL022|none|none|Bucket|none|31|31.03|marine biome|00000447|surface water|00002042|sea water|00002149|7.9|NaN|NaN|NaN|NaN|NaN|NaN|NaN|53.3|NaN|NaN|171|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|3040|SGP|SUND|Coastal - Sunda-Arafura Shelves Province|0|South China Sea|0
96|OSD96_2014-06-21_0m_NPL022|ABOKM10|ERS667571|SAMEA3275553|37.4257|-25.3156|37.4257|-25.3156|0|2014-06-21|11:50:00-01|12:10:00-01|2014-06-21T12:50:00+00|2014-06-21T13:10:00+00|Sao Miguel Azores I|North Atlantic Ocean|1912|NPL022|Microbial environment characterization|Zephirus (zodiac)|Bucket|Seawater surface water|18.5|35|marine biome|00000447|surface water|00002042|sea water|00002149|7.6|NaN|NaN|NaN|NaN|NaN|NaN|NaN|27.9|NaN|NaN|9.02|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|31844|PRT|NASE|Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)|0||
97|OSD97_2014-06-21_0.5m_NPL022|ABOKM14|ERS667570|SAMEA3275552|38.52970|-28.601778|38.52970|-28.601778|0.5|2014-06-21|11:35:00-01|12:18:00-01|2014-06-21T12:35:00+00|2014-06-21T13:18:00+00|Faial Azores|North Atlantic Ocean|1912|NPL022|Water sampling for surface microbial community characterization in Faial-Pico channel, a highly dynamic region influenced by tides charactherized by semidiurnal periodocity with maximum values during falling sea level. SST varies from 16ÂºC (winter/spring months) to 24ÂºC (summer/autumn months) with 0,1mg/m3 Chla (summer /autumn months) to about 2mg/m3 (winter/spring months)|"Semi-Inflatable Vessel ""Pintado"""|bucket|30 L collected|16.9|35.6|oceanic epipelagic zone biome|01000035|surface water|00002042|coastal sea water|00002150|8.082|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1623|PRT|NASE|Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)|0||
98|OSD98_2014-06-21_0.5m_NPL022|ABOKM60|ERS667569|SAMEA3275551|38.64|-28.13|38.64|-28.13|0.5|2014-06-21|11:40:00-01|11:40:10-01|2014-06-21T12:40:00+00|2014-06-21T12:40:10+00|Sao Jorge Azores|North Atlantic Ocean|1912|NPL022|Water sample from dock in Urzelina for microbial community|from shore|bucket|surface water|18.7|35.6|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|179|PRT|NASE|Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)|0.0127227000717753||
99|OSD99_2014-06-21_1m_NPL022|ABOKM35|ERS667567|SAMEA3275549|45.70092|13.71003|45.70092|13.71003|1|2014-06-21|11:24:00+01|12:31:00+01|2014-06-21T10:24:00+00|2014-06-21T11:31:00+00|C1|Adriatic Sea|3314|NPL022|C1 is an Italian LTER site for the North Adriatic Sea (Italy). The OSD project will enrich the present time series data set with the state-of-the-art sequencing information on the microbial community|Research Vessel: VF RAFF 07|5 L Niskin Bottle, PAR, CTD|We have collected a total of 100 liters of seawaters. It took ~ 1 hr and the water was stored at RT in acid washed 20 L PC bottles in the dark until we have reached the laboratory.|20.821|33.931|marine biome|00000447|surface water|00002042|sea water|00002149|8.27|0.012|2.321|116.4|0.051|116.4417|1150000|1432.95|47.278|NaN|NaN|208.31|27.81|10710.86|9.37|NaN|0.547|3.496|NaN|0.29|NaN|0.49|NaN|360|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
99|OSD99_2014-06-21_1m_NE08|""|ERS667568|SAMEA3275550|45.70092|13.71003|45.70092|13.71003|1|2014-06-21|11:24:00+01|12:31:00+01|2014-06-21T10:24:00+00|2014-06-21T11:31:00+00|C1|Adriatic Sea|3314|NE08|To get insights in to the Eukaryotic community at the LTER sampling site C1 (Trieste, Italy, North Adriatic sea)|Research Vessel: VF RAFF 07|5 L Niskin Bottle, PAR, CTD|Eukaryotic Community onto PC filters|20.821|33.931|marine biome|00000447|surface water|00002042|sea water|00002149|8.27|0.012|2.321|116.4|0.051|116.4417|1150000|1432.95|47.278|NaN|NaN|208.31|27.81|10710.86|9.37|NaN|0.547|3.496|NaN|0.29|NaN|0.49|NaN|360|ITA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
100|OSD100_2014-06-22_1m_NPL022|ABOKM19|ERS667565|SAMEA3275547|35.35|25.29|35.35|25.29|1|2014-06-22|10:00:00+02|12:30:00+02|2014-06-22T08:00:00+00|2014-06-22T10:30:00+00|Crete - GOS|Aegean Sea|3315|NPL022|Water sampling for prokaryotes.|Research Vessel Alkyon|Niskin bottles|Surface water sample from the OSD100 station.|24.21|39.05|oceanic epipelagic zone biome|01000035|surface water|00002042|oligotrophic water|00002223|8.2|0.01|0.05|0|0.04|NaN|NaN|312.83|57.59|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.01|0.68|NaN|NaN|0.043|NaN|NaN|1498|GRC|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
100|OSD100_2014-06-22_20m_NPL022|ABOKL72|ERS667566|SAMEA3275548|35.35|25.29|35.35|25.29|20|2014-06-22|10:00:00+02|12:30:00+02|2014-06-22T08:00:00+00|2014-06-22T10:30:00+00|Crete - GOS|Aegean Sea|3315|NPL022|Water sampling for prokaryotes.|Research Vessel Alkyon|Niskin bottles|Sample from the deep chlorophyll maximum in OSD100 station.|23.13|39.11|marine biome|00000447|deep chlorophyll maximum layer|01000326|sea water|00002149|8.2|0.05|0.16|0|0.06|NaN|NaN|323.4|5.64|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.35|0.82|NaN|NaN|0.256|NaN|NaN|1498|GRC|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
103|OSD103_2014-06-21_0m_NPL022|ABOKN06|ERS667562|SAMEA3275544|32.7747|-16.828664|32.7747|-16.828664|0|2014-06-21|10:15:00+00|10:20:00+00|2014-06-21T10:15:00+00|2014-06-21T10:20:00+00|Porto da Cruz|North Atlantic Ocean|1912|NPL022|OSD2014 at Madeira Island|Ground|ACID WASHED RECIPIENT|OSD103-PORTO DA CRUZ @ MADEIRA_ATLANTIC OCEAN|20.2|37|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0||NASE|Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)|0.0295326569198481||
105|OSD105_2014-06-21_4.12m_NPL022|ABOKM11|ERS667561|SAMEA3275543|69.023323|-105.34339|69.023323|-105.34339|4.12|2014-06-21|11:39:00-07|12:00:00-07|2014-06-21T18:39:00+00|2014-06-21T19:00:00+00|Cambridge Bay, Nunavut,|Northwestern Passages|5698|NPL022|As part of the Arctic Science partnership, the Cambridge Bay campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean|92, ice shelf|peristaltic pump|measured as depth below seaâ© surface. ice thickness: 1.9 m|-0.72|26.91|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|7116|CAN|BPLR|Polar - Boreal Polar Province (POLR)|0|Beaufort Sea|0
106|OSD106_2014-06-20_15m_NPL022|ABOKM36|ERS667559|SAMEA3275541|65.9449|-22.4192|65.9449|-22.4192|15|2014-06-20|11:30:00+00|12:30:00+00|2014-06-20T11:30:00+00|2014-06-20T12:30:00+00|REYKIS|North Atlantic Ocean|1912|NPL022|Microbial diversity|Small research vessel|Clean Water Bottles|At bottom |7.5|29.2|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1080|ISL|ARCT|Polar - Atlantic Arctic Province|0|Iceland Shelf and Sea|0
106|OSD106_2014-06-20_0m_NPL022|ABOKN07|ERS667560|SAMEA3275542|65.9449|-22.4192|65.9449|-22.4192|0|2014-06-20|11:00:00+00|13:00:00+00|2014-06-20T11:00:00+00|2014-06-20T13:00:00+00|REYKIS|North Atlantic Ocean|1912|NPL022|Microbial diversity|Small research vessel|Clean Water Bottles|No description|7.6|19|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1080|ISL|ARCT|Polar - Atlantic Arctic Province|0|Iceland Shelf and Sea|0
107|OSD107_2014-06-20_0m_NPL022|ABOKL57|ERS667558|SAMEA3275540|39.14039|-9.38011|39.14039|-9.38011|0|2014-06-20|09:50:00+00|10:10:00+00|2014-06-20T09:50:00+00|2014-06-20T10:10:00+00|Lisboa|North Atlantic Ocean|1912|NPL022|OSD2014 PORTUGAL MAINLAND|Ground|ACID WASHED RECIPIENT|OSD107-LISBOA|20.2|30|estuarine biome|01000020|surface water|00002042|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|243|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0.000490716999152075|Iberian Coastal|193
